Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
"",Charter Total,,,6,6,185,,10,30,237
"",Choice,CARROLLWOOD K-8 SCHOOL,K-8,,,,,1,,1
"",,DAVIDSEN MIDDLE SCHOOL,Mid,1,,33,,2,4,40
"",,FARNELL MIDDLE SCHOOL,Mid,,1,3,,,3,7
"",,MARTINEZ MIDDLE SCHOOL,Mid,,,1,,,,1
"",,PIERCE MIDDLE SCHOOL,Mid,,,2,,,,2
"",,SMITH MIDDLE SCHOOL,Mid,,1,6,,,3,10
"",,WEBB MIDDLE SCHOOL,Mid,,,4,,,,4
"",Choice Total,,,1,2,49,,3,10,65
"",District Assigned,DAVIDSEN MIDDLE SCHOOL,Mid,,,1,,,,1
"",District Assigned Total,,,,,1,,,,1
"",Hope Sch,DAVIDSEN MIDDLE SCHOOL,Mid,,,,,,1,1
"",Hope Sch Total,,,,,,,,1,1
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,2,2,,,1,5
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,1,2,,1,,4
"",,MONROE MIDDLE MAGNET SCHOOL,Mid,,,1,,,,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,1,4,,,,5
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,,,,,4,4
"",,RAMPELLO K-8,K-8,,1,1,,2,2,6
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Webb,Magnet,SLIGH MIDDLE SCHOOL,Mid,,1,,,1,,2
"",,STEWART MIDDLE SCHOOL,Mid,,1,12,,,1,14
"",,WALKER MIDDLE MAGNET,Mid,5,3,28,,5,10,51
"",,WILLIAMS MIDDLE SCHOOL,Mid,,1,3,,,,4
"",,YOUNG MIDDLE MAGNET,Mid,,,1,,,,1
"",Magnet Total,,,5,12,62,1,12,32,124
"",Neighborhood,BUCHANAN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,DAVIDSEN MIDDLE SCHOOL,Mid,,4,12,,1,1,18
"",,FARNELL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,,,,1,,1
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,1,,,,1
"",,HILL MIDDLE SCHOOL,Mid,,1,,,,,1
"",,PIERCE MIDDLE SCHOOL,Mid,,,3,,,,3
"",,ROLAND PARK K-8 MAGNET,K-8,,,1,,,,1
"",,WALKER MIDDLE MAGNET,Mid,,1,,,,,1
"",,WEBB MIDDLE SCHOOL,Mid,9,51,639,,27,54,780
Webb,Neighborhood Total,,,9,57,658,,29,55,808
"Webb Total21779551541281,236",,,,,,,,,,
Wilson,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,1,,1,,2,,4
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,,,,1,,1
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,2,,,4,6
"",Charter Total,,,1,,3,,3,4,11
"",Choice,COLEMAN MIDDLE SCHOOL,Mid,1,,,,,,1
"",Choice Total,,,1,,,,,,1
"",Magnet,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,,,,,1,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,,1,,2,2,5
"",,RAMPELLO K-8,K-8,,3,2,,,,5
"",,ROLAND PARK K-8 MAGNET,K-8,1,1,2,,1,4,9
"",,STEWART MIDDLE SCHOOL,Mid,,2,1,,,1,4
"",,WILLIAMS MIDDLE SCHOOL,Mid,1,1,,,,,2
"",Magnet Total,,,2,7,6,,3,8,26
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Wilson,Neighborhood,STEWART MIDDLE SCHOOL,Mid,1,,,,,,1
"",,WILSON MIDDLE SCHOOL,Mid,29,28,104,1,48,396,606
"",Neighborhood Total,,,30,28,104,1,48,398,609
Wilson Total3435113154410647,,,,,,,,,,
Woodson K-8,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,1,,,,,1
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,,2,,,,2
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,,3,,,,3
"",,CREEKSIDE CHARTER ACADEMY,K-8,,1,,,,,1
"",,EXCELSIOR PREP CHARTER MIDDLE,Mid,,1,,,,,1
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,1,,,1,2
"",,LEARNING GATE COMMUNITY,K-8,,,1,,,,1
"",,LEGACY PREPARATORY ACADEMY,K-8,,2,2,,1,,5
"",,LUTZ PREPARATORY SCHOOL,K-8,,,,,,1,1
"",,NEW SPRINGS SCHOOL,K-8,1,9,23,,1,2,36
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,1,,,,1
"",,WATERSET CHARTER SCHOOL,K-8,,1,,,,,1
"",,WOODMONT CHARTER SCHOOL,K-8,,4,4,,1,,9
"",Charter Total,,,1,19,37,,3,4,64
"",Choice,ADAMS MIDDLE SCHOOL,Mid,,,1,,,,1
"",,BENITO MIDDLE SCHOOL,Mid,,,1,,,,1
"",,BUCHANAN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,FARNELL MIDDLE SCHOOL,Mid,,,,,,1,1
"",,HILL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,LIBERTY MIDDLE SCHOOL,Mid,,,3,,,,3
"",,MANISCALCO K-8 SCHOOL,K-8,,,2,,,,2
"",,MEMORIAL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,PIERCE MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,PIZZO K-8 SCHOOL,K-8,,1,5,,,3,9
"",,TURNER BARTELS K-8,K-8,,,1,,,,1
"",,WOODSON K-8,K-8,,1,,,,1,2
"",Choice Total,,,,3,17,,,5,25
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Woodson K-8,Hope Sch Total,,,,,1,,,,1
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,1,,,,1,2
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,3,1,,,,4
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,4,1,,,,5
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,,,1,,,,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,6,2,,1,,9
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,2,,,,,2
"",,RAMPELLO K-8,K-8,,1,,,,,1
"",,ROLAND PARK K-8 MAGNET,K-8,,2,,,,1,3
"",,SLIGH MIDDLE SCHOOL,Mid,,3,,,,,3
"",,STEWART MIDDLE SCHOOL,Mid,1,1,6,,2,1,11
"",,WALKER MIDDLE MAGNET,Mid,,,1,,,,1
"",,WILLIAMS MIDDLE SCHOOL,Mid,,4,4,,1,,9
"",,YOUNG MIDDLE MAGNET,Mid,,1,,,1,,2
"",Magnet Total,,,1,28,16,,5,3,53
"",Neighborhood,ADAMS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,BENITO MIDDLE SCHOOL,Mid,,2,,,,,2
"",,BUCHANAN MIDDLE SCHOOL,Mid,,1,,,,,1
"",,FARNELL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,1,1,,,,2
"",,MONROE MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,PIZZO K-8 SCHOOL,K-8,,,1,,,,1
"",,SLIGH MIDDLE SCHOOL,Mid,,1,,,,,1
"",,WOODSON K-8,K-8,,100,127,,11,13,251
"",Neighborhood Total,,,,107,130,,11,13,261
