y,d,s,g,c,fixorder,sub,inexp_tot,exp_tot,total_unk_tot,total_tot,inexp_r_tot,ineff_tot,otheval_tot,noeval_tot,ineff_r_tot,temponly_tot
2122,29,2521,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,8,17,0,25,32,1,23,1,4,7
2122,29,2521,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,2521,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,2521,School Chart,High Minority/High Poverty/Title I,10,Teachers,7,15,0,22,31.8,0,21,1,0,5
2223,29,2521,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,2521,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,4,36,0,40,10,0,38,2,0,0
1718,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1819,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,4,37,0,41,9.8,0,38,3,0,0
1819,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1920,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,6,38,0,44,13.6,0,0,44,0,0
1920,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2021,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,7,36,0,43,16.3,0,37,6,0,1
2021,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2122,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,6,34,0,40,15,0,36,4,0,4
2122,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,2531,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2223,29,2531,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,13,26,0,39,33.3,0,37,2,0,5
2223,29,2531,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,2531,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1718,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,13,59,0,72,18.1,0,70,2,0,3
1718,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
1819,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,7,63,0,70,10,0,66,4,0,2
1819,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
1920,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,10,57,0,67,14.9,0,0,67,0,5
1920,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
2021,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,9,55,0,64,14.1,0,60,4,0,2
2021,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2122,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,1,54,0,55,1.8,0,51,4,0,1
2122,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,1,48,0,49,2,0,46,3,0,0
2223,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,2551,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,5,49,0,54,9.3,0,53,1,0,0
1718,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
1819,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,5,48,0,53,9.4,0,51,2,0,0
1819,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
1920,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,6,52,0,58,10.3,0,0,58,0,1
1920,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
2021,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,6,49,0,55,10.9,0,54,1,0,1
2021,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
2122,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,5,53,0,58,8.6,0,55,3,0,0
2122,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,8,49,0,57,14,0,55,2,0,1
2223,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,2601,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,2721,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,12,42,0,54,22.2,0,50,4,0,0
1718,29,2721,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,2721,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
1819,29,2721,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,9,40,0,49,18.4,0,45,4,0,2
1819,29,2721,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,2721,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1920,29,2721,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,14,38,0,52,26.9,0,0,52,0,3
1920,29,2721,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,2721,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2021,29,2721,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,10,47,0,57,17.5,0,55,2,0,3
2021,29,2721,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,2721,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2122,29,2721,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,13,37,0,50,26,0,46,4,0,5
2122,29,2721,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
2122,29,2721,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,2721,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,17,33,0,50,34,0,48,2,0,5
2223,29,2721,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,2721,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,2871,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,16,29,0,45,35.6,0,42,3,0,2
1718,29,2871,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,2871,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,2871,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,11,33,0,44,25,0,42,2,0,2
1819,29,2871,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,2871,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
1920,29,2871,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,9,36,0,45,20,0,0,45,0,0
1920,29,2871,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,2871,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
2021,29,2871,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,11,30,0,41,26.8,0,37,4,0,2
2021,29,2871,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,2871,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
2122,29,2871,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,7,35,0,42,16.7,1,39,2,2.38,3
2122,29,2871,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,2871,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,2871,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,11,30,0,41,26.8,1,38,2,2.44,5
2223,29,2871,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
2223,29,2871,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,2961,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,11,38,0,49,22.4,0,48,1,0,0
1718,29,2961,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,2961,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,2961,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,6,37,0,43,14,0,42,1,0,0
1819,29,2961,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,2961,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
1920,29,2961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,5,35,0,40,12.5,0,0,40,0,2
1920,29,2961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,2961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2021,29,2961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,4,33,0,37,10.8,0,34,3,0,2
2021,29,2961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,2961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2122,29,2961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,4,37,0,41,9.8,0,39,2,0,2
2122,29,2961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,2961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
2223,29,2961,School Chart,High Minority/High Poverty/Title I,10,Teachers,5,33,0,38,13.2,0,34,4,0,3
2223,29,2961,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,2961,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,3041,School Chart,High Minority/High Poverty/Title I,10,Teachers,16,52,0,68,23.5,0,65,3,0,0
1718,29,3041,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,3041,School Chart,High Minority/High Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
1819,29,3041,School Chart,High Minority/High Poverty/Title I,10,Teachers,17,47,0,64,26.6,1,61,2,1.56,2
1819,29,3041,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,3041,School Chart,High Minority/High Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
1920,29,3041,School Chart,High Minority/High Poverty/Title I,10,Teachers,11,55,0,66,16.7,0,0,66,0,2
1920,29,3041,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,3041,School Chart,High Minority/High Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
2021,29,3041,School Chart,High Minority/High Poverty/Title I,10,Teachers,13,49,0,62,21,0,59,3,0,4
2021,29,3041,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,3041,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2122,29,3041,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,11,48,0,59,18.6,3,51,5,5.08,3
2122,29,3041,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,3041,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,3041,School Chart,High Minority/High Poverty/Title I,10,Teachers,13,38,0,51,25.5,1,48,2,1.96,4
2223,29,3041,School Chart,High Minority/High Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
2223,29,3041,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,6,54,0,60,10,0,58,2,0,1
1718,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
1819,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,6,51,0,57,10.5,1,52,4,1.75,1
1819,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1920,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,5,50,0,55,9.1,0,0,55,0,3
1920,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2021,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,4,45,0,49,8.2,0,45,4,0,3
2021,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2122,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,4,46,0,50,8,0,47,3,0,2
2122,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,3061,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,3061,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,9,35,0,44,20.5,0,42,2,0,5
2223,29,3061,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,3061,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,7,45,0,52,13.5,0,51,1,0,0
1718,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
1819,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,8,44,0,52,15.4,0,52,0,0,0
1819,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
1920,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,7,49,0,56,12.5,0,0,56,0,1
1920,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
2021,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,9,41,0,50,18,0,48,2,0,1
2021,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
2122,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,8,41,0,49,16.3,0,48,1,0,1
2122,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
2223,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,9,37,0,46,19.6,0,45,1,0,0
2223,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,3081,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,3082,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,4,56,0,60,6.7,0,60,0,0,2
1718,29,3082,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,3082,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,3082,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,3,57,0,60,5,0,60,0,0,2
1819,29,3082,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,3082,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1920,29,3082,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,5,61,0,66,7.6,0,0,66,0,2
1920,29,3082,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,3082,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2021,29,3082,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,6,59,0,65,9.2,0,62,3,0,2
2021,29,3082,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,3082,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2122,29,3082,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,4,58,0,62,6.5,1,59,2,1.61,3
2122,29,3082,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,3082,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,3082,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,4,58,0,62,6.5,2,60,0,3.23,2
2223,29,3082,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,3082,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,12,27,0,39,30.8,0,36,3,0,4
1718,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
1819,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,5,29,0,34,14.7,0,31,3,0,1
1819,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1920,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,10,26,0,36,27.8,0,0,36,0,2
1920,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2021,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,8,24,0,32,25,1,29,2,3.13,3
2021,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2122,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,5,24,0,29,17.2,0,24,5,0,1
2122,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,3101,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2223,29,3101,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,8,21,0,29,27.6,0,27,2,0,2
2223,29,3101,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,3101,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1718,29,3121,School Chart,High Minority/High Poverty/Title I,10,Teachers,17,51,0,68,25,0,66,2,0,1
1718,29,3121,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,3121,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
1819,29,3121,School Chart,High Minority/High Poverty/Title I,10,Teachers,9,54,0,63,14.3,0,60,3,0,1
1819,29,3121,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,3121,School Chart,High Minority/High Poverty/Title I,10,Other,2,0,0,2,100,0,0,2,0,
1920,29,3121,School Chart,High Minority/High Poverty/Title I,10,Teachers,15,48,0,63,23.8,0,0,63,0,3
1920,29,3121,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,0,0,,0,0,0,,
1920,29,3121,School Chart,High Minority/High Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
2021,29,3121,School Chart,High Minority/High Poverty/Title I,10,Teachers,18,50,0,68,26.5,0,63,5,0,3
2021,29,3121,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,3121,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
2122,29,3121,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,15,49,0,64,23.4,0,61,3,0,6
2122,29,3121,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,3121,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,3121,School Chart,High Minority/High Poverty/Title I,10,Teachers,12,45,0,57,21.1,0,54,3,0,4
2223,29,3121,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,3121,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,3141,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,4,54,0,58,6.9,0,57,1,0,0
